"No.","Time","Source","Destination","Protocol","Length","Info"
"15947","2463.621714237","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"15948","2463.621753019","192.168.8.181","142.250.185.10","TCP","94","[TCP Window Update] 34760  >  443 [ACK] Seq=1341 Ack=2458013 Win=1084288 Len=0 TSval=2611254561 TSecr=4110103612 SLE=2469117 SRE=2470505 SLE=2459401 SRE=2462177 SLE=2463565 SRE=2467729"
"15949","2463.621714330","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"15950","2463.621950883","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15946#1] 34760  >  443 [ACK] Seq=1341 Ack=2458013 Win=1084288 Len=0 TSval=2611254561 TSecr=4110103612 SLE=2471893 SRE=2473281 SLE=2469117 SRE=2470505 SLE=2459401 SRE=2462177"
"15951","2463.622531659","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15952","2463.622543054","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15946#2] 34760  >  443 [ACK] Seq=1341 Ack=2458013 Win=1084288 Len=0 TSval=2611254562 TSecr=4110103612 SLE=2471893 SRE=2474669 SLE=2469117 SRE=2470505 SLE=2459401 SRE=2462177"
"15953","2463.622531689","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15954","2463.622638311","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15946#3] 34760  >  443 [ACK] Seq=1341 Ack=2458013 Win=1084288 Len=0 TSval=2611254562 TSecr=4110103612 SLE=2471893 SRE=2476057 SLE=2469117 SRE=2470505 SLE=2459401 SRE=2462177"
"15955","2463.666395588","192.168.8.181","172.217.17.4","TLSv1.2","228","Application Data"
"15956","2463.698743855","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15957","2463.698781989","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15946#4] 34760  >  443 [ACK] Seq=1341 Ack=2458013 Win=1084288 Len=0 TSval=2611254638 TSecr=4110103612 SLE=2471893 SRE=2477445 SLE=2469117 SRE=2470505 SLE=2459401 SRE=2462177"
"15958","2463.698743899","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15959","2463.701480132","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15946#5] 34760  >  443 [ACK] Seq=1341 Ack=2458013 Win=1084288 Len=0 TSval=2611254641 TSecr=4110103612 SLE=2471893 SRE=2478833 SLE=2469117 SRE=2470505 SLE=2459401 SRE=2462177"
"15960","2463.698743925","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2458013 Ack=1341 Win=68864 Len=1388 TSval=4110103752 TSecr=2611254515"
"15961","2463.701649161","192.168.8.181","142.250.185.10","TCP","94","34760  >  443 [ACK] Seq=1341 Ack=2462177 Win=1080192 Len=0 TSval=2611254641 TSecr=4110103752 SLE=2471893 SRE=2478833 SLE=2469117 SRE=2470505 SLE=2463565 SRE=2467729"
"15962","2463.698743953","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2460789 Ack=1341 Win=68864 Len=1388 TSval=4110103777 TSecr=2611254515"
"15963","2463.701721005","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15961#1] 34760  >  443 [ACK] Seq=1341 Ack=2462177 Win=1080192 Len=0 TSval=2611254641 TSecr=4110103777 SLE=2460789 SRE=2462177 SLE=2471893 SRE=2478833 SLE=2469117 SRE=2470505"
"15964","2463.702114138","172.217.17.4","192.168.8.181","TCP","66","443  >  43852 [ACK] Seq=393516 Ack=5152 Win=83968 Len=0 TSval=3710435627 TSecr=2115476247"
"15965","2463.719349872","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2462177 Ack=1341 Win=68864 Len=1388 TSval=4110103789 TSecr=2611254515"
"15966","2463.719442417","192.168.8.181","142.250.185.10","TCP","86","34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1080064 Len=0 TSval=2611254659 TSecr=4110103789 SLE=2471893 SRE=2478833 SLE=2469117 SRE=2470505"
"15967","2463.739414050","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2470505 Ack=1341 Win=68864 Len=1388 TSval=4110103814 TSecr=2611254562"
"15968","2463.739458093","192.168.8.181","142.250.185.10","TCP","78","[TCP Window Update] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254679 TSecr=4110103789 SLE=2469117 SRE=2478833"
"15969","2463.739414118","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"15970","2463.739577355","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 15966#1] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254679 TSecr=4110103789 SLE=2481609 SRE=2482997 SLE=2469117 SRE=2478833"
"15971","2463.770008066","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15972","2463.770078014","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 15966#2] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254710 TSecr=4110103789 SLE=2481609 SRE=2484385 SLE=2469117 SRE=2478833"
"15973","2463.770008111","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15974","2463.770566131","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 15966#3] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254710 TSecr=4110103789 SLE=2481609 SRE=2485773 SLE=2469117 SRE=2478833"
"15975","2463.789551511","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15976","2463.789587565","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 15966#4] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254729 TSecr=4110103789 SLE=2481609 SRE=2487161 SLE=2469117 SRE=2478833"
"15977","2463.789551615","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15978","2463.789699037","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 15966#5] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254729 TSecr=4110103789 SLE=2481609 SRE=2488549 SLE=2469117 SRE=2478833"
"15979","2463.802354110","192.168.8.181","172.217.17.4","TLSv1.2","229","Application Data"
"15980","2463.861750936","172.217.17.4","192.168.8.181","TLSv1.2","133","Application Data"
"15981","2463.861750978","172.217.17.4","192.168.8.181","TLSv1.2","266","Application Data"
"15982","2463.861751002","172.217.17.4","192.168.8.181","TLSv1.2","97","[TCP Previous segment not captured] , Application Data"
"15983","2463.862061909","192.168.8.181","172.217.17.4","TCP","78","43852  >  443 [ACK] Seq=5477 Ack=393783 Win=156416 Len=0 TSval=2115476538 TSecr=3710435774 SLE=393815 SRE=393846"
"15984","2463.861751028","172.217.17.4","192.168.8.181","TLSv1.2","105","Application Data"
"15985","2463.862159073","192.168.8.181","172.217.17.4","TCP","78","[TCP Dup ACK 15983#1] 43852  >  443 [ACK] Seq=5477 Ack=393783 Win=156416 Len=0 TSval=2115476538 TSecr=3710435774 SLE=393815 SRE=393885"
"15986","2463.861751052","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2478833 Ack=1341 Win=68864 Len=1388 TSval=4110103900 TSecr=2611254659"
"15987","2463.862255409","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 15966#6] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254802 TSecr=4110103789 SLE=2469117 SRE=2480221 SLE=2481609 SRE=2488549"
"15988","2463.861751078","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2480221 Ack=1341 Win=68864 Len=1388 TSval=4110103913 TSecr=2611254679"
"15989","2463.862453414","192.168.8.181","142.250.185.10","TCP","78","[TCP Dup ACK 15966#7] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254802 TSecr=4110103789 SLE=2469117 SRE=2488549"
"15990","2463.863167559","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"15991","2463.863178588","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 15966#8] 34760  >  443 [ACK] Seq=1341 Ack=2467729 Win=1083136 Len=0 TSval=2611254803 TSecr=4110103789 SLE=2489937 SRE=2491325 SLE=2469117 SRE=2488549"
"15992","2463.863167586","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2467729 Ack=1341 Win=68864 Len=1388 TSval=4110103937 TSecr=2611254679"
"15993","2463.863341501","192.168.8.181","142.250.185.10","TCP","78","34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1074944 Len=0 TSval=2611254803 TSecr=4110103937 SLE=2489937 SRE=2491325"
"15994","2463.879531545","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15995","2463.879575421","192.168.8.181","142.250.185.10","TCP","78","[TCP Window Update] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611254819 TSecr=4110103937 SLE=2489937 SRE=2492713"
"15996","2463.904680558","172.217.17.4","192.168.8.181","TCP","66","443  >  43852 [ACK] Seq=393885 Ack=5477 Win=86016 Len=0 TSval=3710435862 TSecr=2115476478"
"15997","2463.909594224","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"15998","2463.909633448","192.168.8.181","142.250.185.10","TCP","78","[TCP Dup ACK 15993#1] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611254849 TSecr=4110103937 SLE=2489937 SRE=2494101"
"15999","2463.909594290","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16000","2463.909731389","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 15993#2] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611254849 TSecr=4110103937 SLE=2495489 SRE=2496877 SLE=2489937 SRE=2494101"
"16001","2463.959776436","172.217.17.4","192.168.8.181","TLSv1.2","133","Application Data"
"16002","2463.959818628","192.168.8.181","172.217.17.4","TCP","78","[TCP Dup ACK 15983#2] 43852  >  443 [ACK] Seq=5477 Ack=393783 Win=156416 Len=0 TSval=2115476635 TSecr=3710435774 SLE=393815 SRE=393952"
"16003","2463.959776525","172.217.17.4","192.168.8.181","TLSv1.2","259","Application Data"
"16004","2463.959776553","172.217.17.4","192.168.8.181","TLSv1.2","98","Application Data"
"16005","2463.959776583","172.217.17.4","192.168.8.181","TLSv1.2","97","Application Data"
"16006","2463.959776612","172.217.17.4","192.168.8.181","TCP","98","[TCP Out-Of-Order] 443  >  43852 [PSH, ACK] Seq=393783 Ack=5477 Win=86016 Len=32 TSval=3710435914 TSecr=2115476538"
"16007","2463.960265207","192.168.8.181","172.217.17.4","TCP","66","43852  >  443 [ACK] Seq=5477 Ack=394208 Win=156032 Len=0 TSval=2115476636 TSecr=3710435914"
"16008","2463.960888796","192.168.8.181","172.217.17.4","TLSv1.2","105","Application Data"
"16009","2463.968927332","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16010","2463.968964326","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15993#3] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611254908 TSecr=4110103937 SLE=2498265 SRE=2499653 SLE=2495489 SRE=2496877 SLE=2489937 SRE=2494101"
"16011","2463.968927377","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16012","2463.969076497","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15993#4] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611254909 TSecr=4110103937 SLE=2501041 SRE=2502429 SLE=2498265 SRE=2499653 SLE=2495489 SRE=2496877"
"16013","2463.968927402","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16014","2463.969145234","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15993#5] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611254909 TSecr=4110103937 SLE=2501041 SRE=2503817 SLE=2498265 SRE=2499653 SLE=2495489 SRE=2496877"
"16015","2464.108724216","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16016","2464.108760748","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15993#6] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611255048 TSecr=4110103937 SLE=2505205 SRE=2506593 SLE=2501041 SRE=2503817 SLE=2498265 SRE=2499653"
"16017","2464.108724254","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16018","2464.108724284","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16019","2464.108860476","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15993#7] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611255048 TSecr=4110103937 SLE=2505205 SRE=2507981 SLE=2501041 SRE=2503817 SLE=2498265 SRE=2499653"
"16020","2464.108724306","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2494101 Ack=1341 Win=68864 Len=1388 TSval=4110104145 TSecr=2611254909"
"16021","2464.108724329","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2496877 Ack=1341 Win=68864 Len=1388 TSval=4110104156 TSecr=2611254909"
"16022","2464.108963438","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15993#8] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611255048 TSecr=4110103937 SLE=2494101 SRE=2495489 SLE=2509369 SRE=2510757 SLE=2505205 SRE=2507981"
"16023","2464.108724353","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16024","2464.108724375","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16025","2464.109278635","172.217.17.4","192.168.8.181","TCP","66","443  >  43852 [ACK] Seq=394208 Ack=5516 Win=86016 Len=0 TSval=3710436002 TSecr=2115476636"
"16026","2464.110172046","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15993#9] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611255048 TSecr=4110103937 SLE=2509369 SRE=2513533 SLE=2496877 SRE=2498265 SLE=2494101 SRE=2495489"
"16027","2464.139429345","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16028","2464.140669283","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 15993#10] 34760  >  443 [ACK] Seq=1341 Ack=2488549 Win=1088512 Len=0 TSval=2611255079 TSecr=4110103937 SLE=2514921 SRE=2516309 SLE=2509369 SRE=2513533 SLE=2496877 SRE=2498265"
"16029","2464.229573742","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16030","2464.229573786","142.250.185.10","192.168.8.181","TCP","1454","443  >  34760 [ACK] Seq=2519085 Ack=1341 Win=68864 Len=1388 TSval=4110104243 TSecr=2611255048"
"16031","2464.229573815","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16032","2464.229573843","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2488549 Ack=1341 Win=68864 Len=1388 TSval=4110104279 TSecr=2611255048"
"16033","2464.229763136","192.168.8.181","142.250.185.10","TCP","94","34760  >  443 [ACK] Seq=1341 Ack=2499653 Win=1077504 Len=0 TSval=2611255169 TSecr=4110104279 SLE=2517697 SRE=2521861 SLE=2514921 SRE=2516309 SLE=2509369 SRE=2513533"
"16034","2464.229573871","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2507981 Ack=1341 Win=68864 Len=1388 TSval=4110104316 TSecr=2611255048"
"16035","2464.229874600","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16033#1] 34760  >  443 [ACK] Seq=1341 Ack=2499653 Win=1077504 Len=0 TSval=2611255169 TSecr=4110104279 SLE=2507981 SRE=2513533 SLE=2517697 SRE=2521861 SLE=2514921 SRE=2516309"
"16036","2464.259105423","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16037","2464.259142085","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16033#2] 34760  >  443 [ACK] Seq=1341 Ack=2499653 Win=1077504 Len=0 TSval=2611255199 TSecr=4110104279 SLE=2517697 SRE=2523249 SLE=2507981 SRE=2513533 SLE=2514921 SRE=2516309"
"16038","2464.379868575","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2499653 Ack=1341 Win=68864 Len=1388 TSval=4110104352 TSecr=2611255079"
"16039","2464.380012251","192.168.8.181","142.250.185.10","TCP","94","34760  >  443 [ACK] Seq=1341 Ack=2503817 Win=1075584 Len=0 TSval=2611255319 TSecr=4110104352 SLE=2517697 SRE=2523249 SLE=2507981 SRE=2513533 SLE=2514921 SRE=2516309"
"16040","2464.379868648","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2513533 Ack=1341 Win=68864 Len=1388 TSval=4110104370 TSecr=2611255079"
"16041","2464.380169481","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 16039#1] 34760  >  443 [ACK] Seq=1341 Ack=2503817 Win=1075584 Len=0 TSval=2611255320 TSecr=4110104352 SLE=2507981 SRE=2516309 SLE=2517697 SRE=2523249"
"16042","2464.379868703","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16043","2464.379868749","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16044","2464.379868794","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2503817 Ack=1341 Win=68864 Len=1388 TSval=4110104443 TSecr=2611255199"
"16045","2464.379868839","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16046","2464.380496304","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 16039#2] 34760  >  443 [ACK] Seq=1341 Ack=2503817 Win=1075584 Len=0 TSval=2611255320 TSecr=4110104352 SLE=2517697 SRE=2524637 SLE=2507981 SRE=2516309"
"16047","2464.380701554","192.168.8.181","142.250.185.10","TCP","78","34760  >  443 [ACK] Seq=1341 Ack=2516309 Win=1068160 Len=0 TSval=2611255320 TSecr=4110104443 SLE=2517697 SRE=2526025"
"16048","2464.380794622","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 16047#1] 34760  >  443 [ACK] Seq=1341 Ack=2516309 Win=1068160 Len=0 TSval=2611255320 TSecr=4110104443 SLE=2527413 SRE=2528801 SLE=2517697 SRE=2526025"
"16049","2464.409609599","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16050","2464.409648959","192.168.8.181","142.250.185.10","TCP","94","[TCP Window Update] 34760  >  443 [ACK] Seq=1341 Ack=2516309 Win=1082112 Len=0 TSval=2611255349 TSecr=4110104443 SLE=2530189 SRE=2531577 SLE=2527413 SRE=2528801 SLE=2517697 SRE=2526025"
"16051","2464.459138221","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16052","2464.459138260","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16053","2464.459138286","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16054","2464.461010831","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16047#2] 34760  >  443 [ACK] Seq=1341 Ack=2516309 Win=1082112 Len=0 TSval=2611255399 TSecr=4110104443 SLE=2532965 SRE=2537129 SLE=2530189 SRE=2531577 SLE=2527413 SRE=2528801"
"16055","2464.509162109","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16056","2464.509162159","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2516309 Ack=1341 Win=68864 Len=1388 TSval=4110104579 TSecr=2611255320"
"16057","2464.509343754","192.168.8.181","142.250.185.10","TCP","94","34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1077248 Len=0 TSval=2611255449 TSecr=4110104579 SLE=2532965 SRE=2538517 SLE=2530189 SRE=2531577 SLE=2527413 SRE=2528801"
"16058","2464.509162184","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16059","2464.509477336","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16057#1] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1077248 Len=0 TSval=2611255449 TSecr=4110104579 SLE=2539905 SRE=2541293 SLE=2532965 SRE=2538517 SLE=2530189 SRE=2531577"
"16060","2464.549581686","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16061","2464.549618199","192.168.8.181","142.250.185.10","TCP","94","[TCP Window Update] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255489 TSecr=4110104579 SLE=2539905 SRE=2542681 SLE=2532965 SRE=2538517 SLE=2530189 SRE=2531577"
"16062","2464.549581782","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2528801 Ack=1341 Win=68864 Len=1388 TSval=4110104634 TSecr=2611255399"
"16063","2464.550975546","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16057#2] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255489 TSecr=4110104579 SLE=2527413 SRE=2531577 SLE=2539905 SRE=2542681 SLE=2532965 SRE=2538517"
"16064","2464.589445224","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16065","2464.590768541","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16057#3] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255529 TSecr=4110104579 SLE=2539905 SRE=2544069 SLE=2527413 SRE=2531577 SLE=2532965 SRE=2538517"
"16066","2464.679639206","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16067","2464.679639253","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2538517 Ack=1341 Win=68864 Len=1388 TSval=4110104702 TSecr=2611255449"
"16068","2464.679639283","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16069","2464.679639314","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16070","2464.679639343","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16071","2464.679639373","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16072","2464.680984929","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16057#4] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255619 TSecr=4110104579 SLE=2545457 SRE=2552397 SLE=2532965 SRE=2544069 SLE=2527413 SRE=2531577"
"16073","2464.725047705","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16074","2464.726486755","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16057#5] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255665 TSecr=4110104579 SLE=2545457 SRE=2553785 SLE=2532965 SRE=2544069 SLE=2527413 SRE=2531577"
"16075","2464.760406124","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2531577 Ack=1341 Win=68864 Len=1388 TSval=4110104798 TSecr=2611255529"
"16076","2464.760406188","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16077","2464.760406213","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16078","2464.761855278","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 16057#6] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255700 TSecr=4110104579 SLE=2545457 SRE=2556561 SLE=2527413 SRE=2544069"
"16079","2464.775866206","192.168.8.181","142.250.200.131","TCP","66","[TCP Keep-Alive] 44666  >  80 [ACK] Seq=1508 Ack=2805 Win=64128 Len=0 TSval=4069035159 TSecr=3925263481"
"16080","2464.779527155","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16081","2464.780834512","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 16057#7] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255719 TSecr=4110104579 SLE=2545457 SRE=2557949 SLE=2527413 SRE=2544069"
"16082","2464.836129796","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16083","2464.836129851","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16084","2464.836129896","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16085","2464.838112862","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 16057#8] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255776 TSecr=4110104579 SLE=2545457 SRE=2562113 SLE=2527413 SRE=2544069"
"16086","2464.839747331","142.250.200.131","192.168.8.181","TCP","66","[TCP Keep-Alive ACK] 80  >  44666 [ACK] Seq=2805 Ack=1509 Win=69888 Len=0 TSval=3925273694 TSecr=4069025048"
"16087","2464.849296350","142.250.185.10","192.168.8.181","TLSv1.3","1454","[TCP Previous segment not captured] , Continuation Data"
"16088","2464.850820870","192.168.8.181","142.250.185.10","TCP","94","[TCP Dup ACK 16057#9] 34760  >  443 [ACK] Seq=1341 Ack=2526025 Win=1081984 Len=0 TSval=2611255789 TSecr=4110104579 SLE=2563501 SRE=2564889 SLE=2545457 SRE=2562113 SLE=2527413 SRE=2544069"
"16089","2464.980243689","142.250.185.10","192.168.8.181","TCP","1454","[TCP Out-Of-Order] 443  >  34760 [ACK] Seq=2526025 Ack=1341 Win=68864 Len=1388 TSval=4110104934 TSecr=2611255665"
"16090","2464.980365084","192.168.8.181","142.250.185.10","TCP","86","34760  >  443 [ACK] Seq=1341 Ack=2544069 Win=1064064 Len=0 TSval=2611255920 TSecr=4110104934 SLE=2563501 SRE=2564889 SLE=2545457 SRE=2562113"
"16091","2464.980243733","142.250.185.10","192.168.8.181","TLSv1.3","1454","Continuation Data"
"16092","2464.980479775","192.168.8.181","142.250.185.10","TCP","86","[TCP Dup ACK 16090#1] 34760  >  443 [ACK] Seq=1341 Ack=2544069 Win=1064064 Len=0 TSval=2611255920 TSecr=4110104934 SLE=2563501 SRE=2566277 SLE=2545457 SRE=2562113"
